,BldgID,Address,City,State,Latitude,Longitude,OccupancyClass,BuildingType,UseCode,BldgClass,DesignLevel,YearBuiltNJDEP,YearBuiltMODIV,NumberofStories0,NumberofStories1,NoUnits,PlanArea0,PlanArea1,FoundationType,SplitLevel,ElevationR0,ElevationR1,FirstFloorHt0,FirstFloorHt1,FloodZone,DSWI,DSWII,DSWIII,DSWIV,WindZone,AvgJanTemp,RoofShape,RoofSlope,RoofCover,RoofSystem,MeanRoofHt,WindowArea,Garage,HazusClassW,HazusClassIN,HazusClassWA,AnalysisDefault,AnalysisAdopted,Modifications,z0,structureType,replacementCost,yearBuilt,stories,area,occupancy
260,NJBF000070790,644 GREEN ST,Atlantic City,NJ,39.368436,-74.4365195,RES1,3001,,16,NE,1962,1962,3101,1,1,1109.615187,1109.615187,3505,NO,15.47,24.01,3,0.71,6106,114.374173,124.007326,133.793203,140.071875,I,Above,Gable,0,5701,Wood,19.7410553,0,0,,,,1,1,,0.03,nav,1,1962,1,,
261,NJBF000066849,128 N WINDSOR AVE,Atlantic City,NJ,39.35100984,-74.46124726,RES3A,3001,,17,NE,1900,1900,3301,2,1,822.5547581,822.5547581,3505,NO,32.08,43.72,3,-0.68,6106,114.048703,123.745118,133.49394,139.936981,I,Above,Gable,0,5701,Wood,37.90022535,0,0,,,,1,1,,0.03,nav,1,1900,2,,
262,NJBF000072242,553 N DELAWARE AVE,Atlantic City,NJ,39.3730112,-74.42561939,RES1,3001,,16,NE,1900,1900,3102,1,1,1317.668578,1317.668578,3505,NO,19.38,33.56,3,0.27,6106,114.554785,124.15869,133.963529,140.179439,I,Above,Gable,0,5701,Wood,26.47045262,0,0,,,,1,1,,0.03,nav,1,1900,1,,
263,NJBF000068229,106 N MORRIS AVE,Atlantic City,NJ,39.35608087,-74.44962609,RES3A,3001,,45,NE,1920,1920,3301,2,2,1329.158402,1329.158402,3505,NO,39.14,53.07,3,5.88,6106,114.239036,123.900386,133.666298,140.045266,I,Above,Hip,0,5701,Wood,46.10799936,0,0,,,,1,1,,0.03,nav,1,1920,2,,
264,NJBF000068256,108 N MORRIS AVE,Atlantic City,NJ,39.35615429,-74.44965573,RES3A,3001,,17,NE,1900,1900,3301,2,1,1467.293599,1467.293599,3505,NO,25.51,31.43,3,2.22,6106,114.23748,123.899061,133.664919,140.043709,I,Above,Hip,0,5701,Wood,28.4709037,0,0,,,,1,1,,0.03,nav,1,1900,2,,
265,NJBF000070793,651 N DR MARTIN LUTHER K,Atlantic City,NJ,39.36845332,-74.43688773,RES1,3001,,16,NE,1900,1900,3101,1,1,1097.523202,1097.523202,3505,NO,16.87,21.97,3,0.19,6106,114.366046,124.000433,133.78565,140.065761,I,Above,Flat,0,5701,Wood,19.41934019,0,0,,,,1,1,,0.03,nav,1,1900,1,,
266,NJBF000068922,116 N TEXAS AVE,Atlantic City,NJ,39.3580176,-74.44469566,RES3A,3001,,17,NE,1900,1900,3301,2,1,957.1706657,957.1706657,3505,YES,20.87,32.59,3,-0.5,6106,114.322302,123.969022,133.742696,140.09436,I,Above,Hip,0,5701,Wood,26.72881575,0,0,,,,1,1,,0.03,nav,1,1900,2,,
267,NJBF000070029,514 N MICHIGAN AVE,Atlantic City,NJ,39.36554965,-74.44021098,RES3B,3001,,45,ME,1900,1900,3301,2,2,1109.049965,1109.049965,3505,NO,37.99,47.07,3,6.99,6106,114.328565,123.970532,133.750586,140.055108,I,Above,Hip,0,NaN,Wood,42.52998366,0,0,,,,1,1,,0.03,nav,1,1900,2,,
268,NJBF000066115,37 N DELANCY PL,Atlantic City,NJ,39.3489429,-74.46237136,RES3A,3001,,45,NE,1900,1900,3301,2,2,1296.485658,1296.485658,3505,NO,25.48,39.61,3,-2.87,6106,114.05039,123.747274,133.494587,139.950735,I,Above,Hip,0,5701,Wood,32.54414365,0,0,,,,1,1,,0.03,nav,1,1900,2,,
269,NJBF000068778,109 N CALIFORNIA RR,Atlantic City,NJ,39.3576065,-74.4453175,RES3A,3001,,33,NE,1900,1900,3301,2,1,542.6924166,542.6924166,3505,YES,32.39,44.11,3,0.2,6106,114.313852,123.962125,133.73482,140.090608,I,Above,Gable,0,5701,Wood,38.25052347,0,0,,,,1,1,,0.03,nav,1,1900,2,,
270,NJBF000067547,3420 WINCHESTER AVE,Atlantic City,NJ,39.35379121,-74.45329324,RES3B,3001,,45,E,1925,1925,3303,2,2,2658.04908,2658.04908,3507,YES,25.07,39.67,1,0.04,6106,114.187609,123.858632,133.619025,140.021451,I,Above,Flat,0,NaN,Wood,32.37066053,0,0,,,,1,1,,0.03,nav,1,1925,2,,
271,NJBF000068511,7 N FLORIDA AVE,Atlantic City,NJ,39.35696829,-74.44199778,COM1,3003,100,NaN,ME,1969,0,3401,4,1,1806.960633,1806.960633,3507,YES,59.42,72.48,1,-0.46,6106,114.393694,124.02916,133.807383,140.151835,I,Above,Hip,0,NaN,Wood,65.9494076,0,0,,,,1,1,,0.03,nav,1,1969,4,,
272,NJBF000068286,2601 ATLANTIC AVE,Atlantic City,NJ,39.356232,-74.4434485,COM1,3003,100,NaN,ME,1969,0,3401,1,1,2522.681306,2522.681306,3507,NO,17.39,28.22,1,0.09,6106,114.371342,124.010686,133.786553,140.1399,I,Above,Flat,0,NaN,Wood,22.80306366,0,0,,,,1,1,,0.03,nav,1,1969,1,,
273,NJBF000071895,1401 N ARKANSAS AVE,Atlantic City,NJ,39.37193,-74.4459605,RES1,3001,,17,NE,2006,2006,3102,3,1,1314.557119,1314.557119,3505,NO,60.61,69.21,3,2.44,6106,114.129769,123.798373,133.566693,139.867822,I,Above,Hip,0,5701,Wood,64.90699334,0,0,,,,1,1,,0.03,nav,1,2006,3,,
274,NJBF000070928,702 LEXINGTON AVE,Atlantic City,NJ,39.3688664,-74.42186279,RES3B,3004,,45,ME,1915,1900,3301,1,2,1261.382409,1261.382409,3507,NO,18.05,29.53,1,1.59,6106,114.683232,124.270838,134.083783,140.296591,I,Above,Flat,0,NaN,Wood,23.79180739,0,0,,,,1,1,,0.03,nav,1,1915,1,,
275,NJBF000067902,17 N MORRIS AVE,Atlantic City,NJ,39.35495011,-74.44825162,RES3B,3001,,17,ME,1900,1900,3301,2,1,1525.258582,1525.258582,3504,YES,26.34,39.83,-4,0,6106,114.282954,123.937369,133.705544,140.083591,I,Above,Hip,0,NaN,Wood,33.08329229,0,0,,,,1,1,,0.03,nav,1,1900,2,,
276,NJBF000071568,1001 CASPIAN AVE,Atlantic City,NJ,39.370942,-74.42789616,RES3C,3004,,45,ME,1900,1900,3301,1,4,2581.369778,2581.369778,3505,NO,10.21,20.92,3,-0.57,6106,114.53008,124.138614,133.939669,140.172748,I,Above,Flat,0,NaN,Wood,15.56268391,0,0,,,,1,1,,0.03,nav,1,1900,1,,
277,NJBF000071566,2116 E RIVERSIDE DR,Atlantic City,NJ,39.370941,-74.4458565,RES1,3001,,16,NE,1900,1900,3102,1,1,567.7088323,567.7088323,3505,NO,17.58,23.25,3,-0.74,6106,114.14337,123.810706,133.57955,139.884293,I,Above,Gable,0,5701,Wood,20.41348869,0,0,,,,1,1,,0.03,nav,1,1900,1,,
278,NJBF000071520,1631 W RIVERSIDE DR,Atlantic City,NJ,39.37082378,-74.45159885,RES1,3001,,16,NE,1900,1900,3101,1,1,1199.880879,1199.880879,3505,NO,18.58,29.08,3,6.59,6106,114.020124,123.707522,133.466772,139.791557,I,Above,Gable,0,5701,Wood,23.83281941,0,0,,,,1,1,,0.03,nav,1,1900,1,,
279,NJBF000070618,709 N OHIO AVE #A,Atlantic City,NJ,39.36780479,-74.43962191,RES1,3001,,17,NE,2004,2004,3102,1,1,1515.815003,1515.815003,3505,NO,22.78,30.03,3,7.78,6106,114.31468,123.957421,133.737975,140.031531,I,Above,Gable,0,5701,Wood,26.40685005,0,0,,,,1,1,,0.03,nav,1,2004,1,,
280,NJBF000068893,2909 SUNSET AVE,Atlantic City,NJ,39.35795985,-74.44985638,RES3A,3001,,17,NE,1925,1925,3301,2,1,794.6790437,794.6790437,3507,NO,24.85,30.78,1,1.22,6106,114.210889,123.876116,133.641456,140.013683,I,Above,Gable,0,5701,Wood,27.81337385,0,0,,,,1,1,,0.03,nav,1,1925,2,,
281,NJBF000066798,129 N RICHMOND AVE,Atlantic City,NJ,39.35081718,-74.46151723,RES3A,3001,,27,NE,1922,1922,3301,2,2,1038.730128,1038.730128,3505,YES,26.34,32.5,3,-0.13,6106,114.045233,123.742344,133.490792,139.935613,I,Above,Gable,0,5701,Wood,29.41996207,0,0,,,,1,1,,0.03,nav,1,1922,2,,
282,NJBF000068411,214 N MONTPELIER AVE,Atlantic City,NJ,39.35666664,-74.45245172,RES3A,3001,,45,NE,1922,1922,3301,2,2,2189.795771,2189.795771,3507,YES,28.67,34.01,1,-0.91,6106,114.17024,123.842968,133.604389,139.991701,I,Above,Flat,0,5701,Wood,31.34181209,0,0,,,,1,1,,0.03,nav,1,1922,2,,
283,NJBF000070409,1410 ADRIATIC AVE,Atlantic City,NJ,39.36699,-74.432266,RES3C,3003,,NaN,E,1969,0,3305,1,1,1665.127355,1665.127355,3507,NO,18.25,25.35,1,2.89,6106,114.482707,124.100201,133.894052,140.160107,I,Above,Flat,0,NaN,Wood,21.80463369,0,0,,,,2,2,,0.03,nav,1,1969,1,,
284,NJBF000064938,122 S BARTRAM AVE,Atlantic City,NJ,39.34571791,-74.46135037,RES3A,3001,,45,NE,1910,1910,3301,2,2,1543.122911,1543.122911,3504,NO,29.62,44.35,-4,0,6106,114.11433,123.80067,133.549347,140.016076,I,Above,Hip,0,5701,Wood,36.98293529,0,0,,,,1,1,,0.03,nav,1,1910,2,,
285,NJBF000068406,207 N MONTPELIER AVE,Atlantic City,NJ,39.35664432,-74.45189662,RES3A,3001,,45,NE,1905,1905,3301,2,2,2038.771583,2038.771583,3507,YES,33.04,47.14,1,1.95,6106,114.182621,123.853255,133.615543,140.000883,I,Above,Flat,0,5701,Wood,40.09289603,0,0,,,,1,1,,0.03,nav,1,1905,2,,
286,NJBF000071806,1619 COLUMBIA AVE,Atlantic City,NJ,39.37167978,-74.45143594,RES1,3001,,17,NE,1979,1979,3101,2,1,1182.313055,1182.313055,3505,NO,32.27,46.95,3,2.21,6106,114.013849,123.701408,133.4606,139.781268,I,Above,Gable,0,5701,Wood,39.61295033,0,0,,,,1,1,,0.03,nav,1,1979,2,,
287,NJBF000071651,709 ADRIATIC AVE,Atlantic City,NJ,39.37117729,-74.42338366,RES1,3001,,45,NE,1969,1910,3102,2,2,6156.823558,6156.823558,3505,YES,38.9,53.4,3,2.76,6106,114.623745,124.218825,134.028391,140.240511,I,Above,Flat,0,5701,Wood,46.14762848,0,0,,,,1,1,,0.03,nav,1,1969,2,,
288,NJBF000071614,518 DREXEL AVE,Atlantic City,NJ,39.371072,-74.4205935,RES1,3001,,27,NE,1900,1900,3102,2,2,1407.749972,1407.749972,3505,YES,33.05,42.06,3,-0.45,6106,114.684442,124.271113,134.086092,140.285713,I,Above,Hip,0,5701,Wood,37.55756315,0,0,,,,1,1,,0.03,nav,1,1900,2,,
289,NJBF000072776,1616 N OHIO AVE,Atlantic City,NJ,39.37487781,-74.44948567,RES1,3001,,17,NE,1900,1900,3102,2,1,1573.365617,1573.365617,3505,NO,21.86,36.65,3,-0.66,6106,114.019858,123.703023,133.46417,139.765245,I,Above,Gable,0,5701,Wood,29.2571501,0,0,,,,1,1,,0.03,nav,1,1900,2,,
290,NJBF000072524,2189 N RIVERSIDE DR,Atlantic City,NJ,39.373992,-74.45779363,RES1,3001,,17,NE,1994,1994,3103,2,1,1795.610512,1795.610512,3505,NO,31.5,43.17,3,-2.17,6106,113.849239,123.56145,133.309281,139.639247,I,Above,Gable,0,5701,Wood,37.3355386,0,0,,,,1,1,,0.03,nav,1,1994,2,,
291,NJBF000068099,26 N STENTON PL,Atlantic City,NJ,39.3556362,-74.44704936,RES3B,3001,,45,ME,1910,1910,3301,3,2,1797.872914,1797.872914,3504,YES,34.44,42.21,-4,0,6106,114.300587,123.95181,133.721862,140.092359,I,Above,Hip,0,NaN,Wood,38.32553871,0,0,,,,1,1,,0.03,nav,1,1910,3,,
292,NJBF000072278,626 SEWELL AVE,Atlantic City,NJ,39.37313732,-74.42367008,RES1,3001,,16,NE,1900,1900,3102,1,1,944.4534669,944.4534669,3505,NO,26.7,31.91,3,7.9,6106,114.594919,124.193121,134.001664,140.208471,I,Above,Gable,0,5701,Wood,29.3007195,0,0,,,,1,1,,0.03,nav,1,1900,1,,
293,NJBF000069688,27 S GORDONS ALLEY,Atlantic City,NJ,39.36293523,-74.42289478,COM1,3003,100,NaN,ME,1969,0,3401,3,1,8088.032163,8088.032163,3507,YES,43.39,51.61,1,1.85,6106,114.731863,124.313997,134.125712,140.362858,I,Above,Flat,0,NaN,Wood,47.49820008,0,0,,,,1,1,,0.03,nav,1,1969,3,,
294,NJBF000068150,444 N HARRISBURG AVE,Atlantic City,NJ,39.35581773,-74.46118401,RES1,3001,,27,NE,1900,1900,3102,2,2,1288.738345,1288.738345,3505,YES,31.13,45.52,3,3.91,6106,113.98986,123.694343,133.442752,139.863853,I,Above,Flat,0,5701,Wood,38.32606321,0,0,,,,1,1,,0.03,nav,1,1900,2,,
295,NJBF000070255,1108 CITY AVE,Atlantic City,NJ,39.36644627,-74.42734911,RES3D,3004,29,NaN,E,1969,0,3303,2,1,4786.732835,4786.732835,3505,YES,31.66,44.06,3,-1.86,6106,114.594615,124.195754,133.998735,140.244926,I,Above,Flat,0,NaN,Wood,37.86201635,0,0,,,,1,1,,0.03,nav,1,1969,2,,
296,NJBF000070288,1108 CITY AVE,Atlantic City,NJ,39.36657795,-74.42743379,RES3D,3004,29,NaN,E,1969,0,3303,2,1,5446.636614,5446.636614,3505,YES,25.58,32.45,3,1.9,6106,114.591229,124.192815,133.995617,140.241739,I,Above,Flat,0,NaN,Wood,29.0118945,0,0,,,,1,1,,0.03,nav,1,1969,2,,
297,NJBF000070378,1108 CITY AVE,Atlantic City,NJ,39.3668895,-74.42740751,RES3D,3004,29,NaN,E,1969,0,3303,2,1,8178.215303,8178.215303,3505,YES,32.89,40.78,3,-0.36,6106,114.5881,124.190027,133.992826,140.237763,I,Above,Flat,0,NaN,Wood,36.83419369,0,0,,,,1,1,,0.03,nav,1,1969,2,,
298,NJBF000068417,2814 DENNY ST,Atlantic City,NJ,39.35668287,-74.44762165,RES3A,3001,,17,NE,1900,1900,3301,2,1,661.8496441,661.8496441,3505,YES,30.67,38.04,3,5.45,6106,114.275186,123.930235,133.699285,140.067956,I,Above,Flat,0,5701,Wood,34.35502388,0,0,,,,1,1,,0.03,nav,1,1900,2,,
299,NJBF000067608,3714 SOUTH BLVD,Atlantic City,NJ,39.353949,-74.457784,RES1,3001,,27,NE,1900,1900,3102,2,2,2032.457722,2032.457722,3505,NO,41.29,53.33,3,3.55,6106,114.087539,123.775829,133.529454,139.947574,I,Above,Hip,0,5701,Wood,47.31026662,0,0,,,,1,1,,0.03,nav,1,1900,2,,
300,NJBF000068843,227 N MORRIS AVE,Atlantic City,NJ,39.35776627,-74.45022299,RES3A,3001,,33,NE,1900,1900,3301,2,1,507.7775454,507.7775454,3507,YES,35.59,47.95,1,1.32,6106,114.20528,123.871544,133.636327,140.01074,I,Above,Gable,0,5701,Wood,41.77280105,0,0,,,,1,1,,0.03,nav,1,1900,2,,
301,NJBF000072469,400 N NEW HAMPSHIRE AVE,Atlantic City,NJ,39.37377608,-74.41770049,RES3C,3001,,NaN,ME,1969,0,3301,1,1,9199.674264,9199.674264,3505,NO,21.71,32.32,3,2.85,6106,114.714559,124.296109,134.116162,140.293458,I,Above,Hip,0,NaN,Wood,27.01587578,0,0,,,,1,1,,0.03,nav,1,1969,1,,
302,NJBF000068506,548 N ELBERON AVE,Atlantic City,NJ,39.35695717,-74.46351455,RES1,3001,,17,NE,1900,1900,3101,2,1,600.3098477,600.3098477,3505,NO,31.02,45.17,3,2.6,6106,113.924685,123.640028,133.384879,139.807844,I,Above,Flat,0,5701,Wood,38.09484912,0,0,,,,1,1,,0.03,nav,1,1900,2,,
303,NJBF000070407,2021 MAGELLAN AVE RR,Atlantic City,NJ,39.36698412,-74.4419882,RES3B,3001,,17,ME,1900,1900,3301,2,1,916.7414046,916.7414046,3505,NO,30.02,42.16,3,8.22,6106,114.273206,123.923005,133.699657,140.005668,I,Above,Gable,0,NaN,Wood,36.08567827,0,0,,,,1,1,,0.03,nav,1,1900,2,,
304,NJBF000066824,4014 WINCHESTER AVE,Atlantic City,NJ,39.3508955,-74.4593925,RES3A,3001,,33,NE,1900,1900,3301,2,1,1693.007752,1693.007752,3505,YES,42.54,57.54,3,8.96,6106,114.09075,123.779758,133.531243,139.968368,I,Above,Gable,0,5701,Wood,50.03969959,0,0,,,,1,1,,0.03,nav,1,1900,2,,
305,NJBF000072605,514 MAGELLAN AVE,Atlantic City,NJ,39.37425664,-74.42285528,RES1,3001,,45,NE,1900,1900,3102,2,2,2415.406881,2415.406881,3505,YES,41.76,54.64,3,3.23,6106,114.599389,124.196397,134.006218,140.205593,I,Above,Flat,0,5701,Wood,48.19994653,0,0,,,,1,1,,0.03,nav,1,1900,2,,
306,NJBF000071059,20 N NEW HAMPSHIRE AVE,Atlantic City,NJ,39.36925657,-74.41397057,RES3D,3004,,17,E,1999,1999,3303,2,1,1325.982585,1325.982585,3505,NO,21.64,31.79,3,-0.14,6106,114.846371,124.411569,134.239896,140.413559,I,Above,Flat,0,NaN,Wood,26.71474045,0,1.1,,,,1,1,,0.03,nav,1,1999,2,,
307,NJBF000076747,304 29TH STREET SO,Brigantine,NJ,39.3946476,-74.38335171,RES1,3001,,16,NE,1958,1958,3102,2,1,2374.401933,2374.401933,3507,NO,35.95,46.09,1,-0.48,6106,115.19865,124.720242,134.607442,140.552476,I,Above,Flat,0,5701,Wood,41.01907403,0,1.1,,,,1,1,,0.03,nav,1,1958,2,,
308,NJBF000078331,117 12TH STREET SO,Brigantine,NJ,39.40478555,-74.37292084,RES1,3001,,15,NE,1950,1950,3102,2,1,1818.980493,1818.980493,3505,NO,32.83,42.47,3,1.33,6106,115.303003,124.815139,134.721567,140.586512,I,Above,Hip,0,5701,Wood,37.65467865,0,0,,,,1,1,,0.03,nav,1,1950,2,,
309,NJBF000077993,323 12TH STREET SO,Brigantine,NJ,39.40217618,-74.37051873,RES1,3001,,19,NE,2008,2008,3102,3,1,1619.336001,1619.336001,3502,NO,40.82,51.92,5,5.55,6106,115.379617,124.886524,134.800504,140.657492,I,Above,Hip,0,5701,Wood,46.37095544,0,1.1,,,,1,1,,0.03,nav,1,2008,3,,
310,NJBF000076799,3943 ATL-BRIGANTINE BLVD,Brigantine,NJ,39.3948475,-74.3972315,RES1,3001,,47,NE,1997,1997,3102,3,2,3055.902695,3055.902695,3507,YES,39.42,50.64,1,0.45,6106,114.909745,124.458543,134.313859,140.330037,I,Above,Gable,0,5701,Wood,45.02992381,0,1.2,,,,1,1,,0.03,nav,1,1997,3,,
311,NJBF000074714,11 HUDSON COVE,Brigantine,NJ,39.38753797,-74.39629697,RES1,3001,,16,NE,1968,1968,3102,2,1,1582.19943,1582.19943,3507,NO,36.54,50.99,1,1.25,6112,115.008946,124.550411,134.411168,140.442525,I,Above,Hip,0,5701,Wood,43.76175332,0,0,,,,1,1,,0.35,nav,1,1968,2,,
312,NJBF000073094,5216 OCEAN DRIVE SOUTH,Brigantine,NJ,39.37750766,-74.40624347,RES1,3001,,20,NE,2008,2008,3101,3,1,2517.40494,2517.40494,3507,NO,37.32,51.39,1,0.3,6106,114.913734,124.468658,134.311167,140.421408,I,Above,Hip,0,5701,Wood,44.3589516,0,1.1,,,,1,1,,0.03,nav,1,2008,3,,
313,NJBF000075007,4503 HARBOR BEACH BLVD,Brigantine,NJ,39.38842155,-74.39774174,RES1,3001,,16,NE,1968,1968,3102,2,1,1848.058233,1848.058233,3507,NO,27.46,34.11,1,2.6,6106,114.969107,124.51451,134.371711,140.407974,I,Above,Gable,0,5701,Wood,30.78723018,0,0,,,,1,1,,0.03,nav,1,1968,2,,
314,NJBF000076649,4116 ATL-BRIGANTINE BLVD,Brigantine,NJ,39.39420925,-74.39982597,RES1,3001,,16,NE,1957,1957,3102,1,1,1741.939084,1741.939084,3507,NO,17.4,31.86,1,0.77,6106,114.862703,124.416655,134.266537,140.297141,I,Above,Hip,0,5701,Wood,24.63089952,0,0,,,,1,1,,0.03,nav,1,1957,1,,
315,NJBF000077041,404 22ND STREET SO,Brigantine,NJ,39.39605527,-74.37686411,RES1,3001,,17,NE,1955,1955,3102,2,1,2607.634807,2607.634807,3507,NO,31.28,42.13,1,1.91,6106,115.316363,124.827938,134.729841,140.635998,I,Above,Hip,0,5701,Wood,36.70707309,0,0,,,,1,1,,0.03,nav,1,1955,2,,
316,NJBF000076014,227 39TH STREET SO,Brigantine,NJ,39.39195514,-74.39192268,RES1,3001,,45,NE,1975,1975,3102,2,2,1822.850966,1822.850966,3507,NO,37.86,47.14,1,0.03,6106,115.051174,124.587066,134.455761,140.452824,I,Above,Gable,0,5701,Wood,42.49945715,0,0,,,,1,1,,0.03,nav,1,1975,2,,
317,NJBF000076122,214 38TH STREET SO,Brigantine,NJ,39.39230634,-74.39190046,RES1,3001,,16,NE,1950,1950,3102,1,1,1452.656628,1452.656628,3507,NO,15.16,25.44,1,2.99,6106,115.047819,124.583936,134.452521,140.448547,I,Above,Hip,0,5701,Wood,20.3015897,0,0,,,,1,1,,0.03,nav,1,1950,1,,
318,NJBF000074951,36 SHIPMASTER DR,Brigantine,NJ,39.38827458,-74.40175717,RES1,3001,,16,NE,1970,1970,3102,2,1,1484.453177,1484.453177,3507,YES,25.55,36.51,1,1.24,6106,114.887002,124.441341,134.289793,140.346455,I,Above,Hip,0,5701,Wood,31.03331003,0,1.1,,,,1,1,,0.03,nav,1,1970,2,,
319,NJBF000076280,344 32ND STREET SO,Brigantine,NJ,39.39283616,-74.38484882,RES1,3001,,16,NE,1955,1955,3102,1,1,1193.381064,1193.381064,3507,NO,12.44,26.19,1,0.15,6106,115.187619,124.710439,134.59499,140.55253,I,Above,Hip,0,5701,Wood,19.31594674,0,0,,,,1,1,,0.03,nav,1,1955,1,,
320,NJBF000077814,1905 REVERE BLVD,Brigantine,NJ,39.4010149,-74.37840223,RES1,3001,,16,NE,1956,1956,3101,2,1,2221.005922,2221.005922,3507,YES,28.16,34.5,1,2.23,6106,115.231445,124.749357,134.644867,140.548154,I,Above,Hip,0,5701,Wood,31.33017882,0,1.1,,,,1,1,,0.03,nav,1,1956,2,,
321,NJBF000076854,2506 OCEAN AVE,Brigantine,NJ,39.39508401,-74.37938833,RES1,3001,,20,NE,2009,2009,3102,3,1,4174.045602,4174.045602,3507,NO,34.01,40.64,1,-0.62,6106,115.275264,124.790239,134.686586,140.608982,I,Above,Flat,0,5701,Wood,37.32194809,0,1.2,,,,1,1,,0.03,nav,1,2009,3,,
322,NJBF000077477,103 26TH STREET SO,Brigantine,NJ,39.39891822,-74.38374712,RES1,3001,,16,NE,1951,1951,3102,1,1,1854.784061,1854.784061,3507,NO,16.34,30.07,1,0.97,6106,115.144416,124.669854,134.553884,140.490736,I,Above,Gable,0,5701,Wood,23.20650706,0,0,,,,1,1,,0.03,nav,1,1951,1,,
323,NJBF000077411,315 20TH STREET SO,Brigantine,NJ,39.39846003,-74.37610456,RES1,3001,,16,NE,1953,1953,3102,1,1,2564.4215,2564.4215,3507,NO,19.32,25.93,1,0.91,6106,115.305812,124.818181,134.720667,140.617114,I,Above,Hip,0,5701,Wood,22.62546519,0,0,,,,1,1,,0.03,nav,1,1953,1,,
324,NJBF000074052,36 DELMAR DRIVE,Brigantine,NJ,39.3846399,-74.40300921,RES1,3001,,33,NE,1980,1980,3102,2,1,7108.155643,7108.155643,3507,YES,30.78,40.06,1,-0.9,6110,114.901062,124.455304,134.302483,140.375741,I,Above,Gable,0,5701,Wood,35.41950816,0,0,,,,1,1,,0.35,nav,1,1980,2,,
325,NJBF000076250,3119 OCEAN AVE,Brigantine,NJ,39.39273002,-74.38416265,RES1,3001,,16,NE,1960,1960,3102,2,1,1044.401088,1044.401088,3507,NO,32.69,47.12,1,0.3,6106,115.202903,124.724352,134.610549,140.564656,I,Above,Gable,0,5701,Wood,39.90304837,0,1.2,,,,1,1,,0.03,nav,1,1960,2,,
326,NJBF000076852,,Brigantine,NJ,39.39505885,-74.39231003,RES1,3001,,NaN,NE,1925,0,3102,2,1,3546.990298,3546.990298,3507,NO,27.73,35.74,1,-0.91,6106,115.009461,124.54835,134.414654,140.405609,I,Above,Flat,0,5701,Wood,31.73204006,0,0,,,,1,1,,0.03,nav,1,1925,2,,
327,NJBF000078337,1012 W BEACH AVE,Brigantine,NJ,39.40481522,-74.37167058,RES1,3001,,15,NE,1957,1957,3102,1,1,1564.582226,1564.582226,3505,NO,23.59,29.04,3,5.23,6106,115.32809,124.838495,134.747972,140.605897,I,Above,Gable,0,5701,Wood,26.31432444,0,0,,,,1,1,,0.03,nav,1,1957,1,,
328,NJBF000076809,3849 ATL-BRIGANTINE BLVD,Brigantine,NJ,39.39488223,-74.39509157,RES1,3001,,15,NE,1930,1930,3102,2,1,1890.496575,1890.496575,3507,NO,36.97,48.62,1,0.93,6106,114.953761,124.49815,134.358249,140.363707,I,Above,Hip,0,5701,Wood,42.79378687,0,1.1,,,,1,1,,0.03,nav,1,1930,2,,
329,NJBF000075780,314 37TH STREET SO,Brigantine,NJ,39.39108767,-74.38884399,RES1,3001,,15,NE,1948,1948,3102,1,1,918.5340907,918.5340907,3507,NO,19.38,31.86,1,2.78,6106,115.124361,124.653363,134.529463,140.512694,I,Above,Flat,0,5701,Wood,25.61876732,0,0,,,,1,1,,0.03,nav,1,1948,1,,
330,NJBF000075511,109 44TH STREET SO,Brigantine,NJ,39.39010841,-74.39658687,RES1,3001,,16,NE,1968,1968,3102,2,1,1637.829329,1637.829329,3507,NO,36.16,48.38,1,2.89,6106,114.974608,124.518838,134.377881,140.403693,I,Above,Gable,0,5701,Wood,42.26990101,0,1.1,,,,1,1,,0.03,nav,1,1968,2,,
331,NJBF000075747,265 40TH STREET SO,Brigantine,NJ,39.39097078,-74.39194857,RES1,3001,,43,NE,1955,1955,3102,2,2,1110.70293,1110.70293,3507,NO,33.63,45.39,1,0.17,6106,115.061401,124.59656,134.465638,140.465416,I,Above,Gable,0,5701,Wood,39.50961694,0,0,,,,1,1,,0.03,nav,1,1955,2,,
332,NJBF000077832,1201 OCEAN AVE,Brigantine,NJ,39.40110602,-74.37023918,RES1,3001,,18,NE,1990,1990,3102,3,1,2837.2566,2837.2566,3502,NO,38.2,49.57,5,-2.19,6110,115.396783,124.902444,134.817748,140.675415,I,Above,Gable,0,5701,Wood,43.88522365,0,1.1,,,,1,1,,0.35,nav,1,1990,3,,
333,NJBF000074835,30 SHIPMASTER DR,Brigantine,NJ,39.38791493,-74.40125241,RES1,3001,,16,NE,1976,1976,3102,2,1,1344.469962,1344.469962,3507,NO,35.7,43.61,1,1.68,6106,114.901508,124.454408,134.304113,140.359311,I,Above,Gable,0,5701,Wood,39.65179435,0,1.1,,,,1,1,,0.03,nav,1,1976,2,,
334,NJBF000075683,,Brigantine,NJ,39.39069877,-74.38885796,RES1,3001,,NaN,NE,1969,0,3102,2,1,1726.744199,1726.744199,3507,NO,29.86,34.87,1,1.31,6106,115.128346,124.657036,134.533271,140.517574,I,Above,Hip,0,5701,Wood,32.36366724,0,0,,,,1,1,,0.03,nav,1,1969,2,,
